Title,Storyline
Boundary Waters,"Twelve-year-old Michael explores the Boundary Waters with friends. One night, his mother gets severely injured. Michael grapples with becoming a man while navigating a world where men inflict harm, determined to rectify the situation."
Sous écrous,No description available
Schitterend,"Six women, each in a different phase of life, face their own challenges regarding self-image, beauty and social expectations. They discover that letting go and reinventing themselves is sometimes exactly what they need for a wonderful life."
Home Sweet Loan,"Kaluna, the youngest child living at home with her extended family, dreams of having her own home. However, family problems come and hinder Kaluna's plans and force her to choose between her family and her dreams."
Nova & Alice,Nova and Alice are two contrasting artists who are reluctantly forced to go on a joint tour by their manager. The clash is inevitable - both musically and personally.
Bad Boyz,"A directionless schoolboy becomes a goon to impress a girl fascinated by local goons. His decision leads to suspenseful, humorous consequences in the thrilling crime world."
Mongol,"Young Mongol is in love with daughter of his Lord. Her Father condemns him as a criminal and names him an outlaw. Mongol must navigate world full of treachery and deception, fighting for survival and justice."
Cortina Express,"Lucio is trying to stop his nephew's (Andrea) marriage with Patrizia's daughter, also Patrizia is trying to sell her indebted record label to Dino. The story is set in Cortina where Dino' daughter (Giorgia) falls in love with Gennaro"
Salisihan,"When a childless couple lets a pregnant woman inside their home, temptation starts to shake their once peaceful life."
Erdal and Ece,The story of a married couple who experience funny conflicts in their relationship.
Land of Happiness,"In 1979 South Korea, a lawyer defends a secretary involved in the president's assassination, battling against predetermined military justice to ensure a fair trial amidst the nation's turmoil."
Freedom Hair,"When a determined mother decides to start a natural hair braiding business to achieve financial independence, she must overcome unexpected obstacles imposed by a powerful cosmetology cartel and the state of Mississippi."
What Happened to Dorothy Bell?,"Ozzie Gray video documents her investigation into the traumatic events from her early childhood, which involved her late grandmother, Dorothy Bell."
Brother,A young man struggles to find his place after moving in with his sister and her in-laws.
American Warrior,A man with a troubled past decides to turn his life around after a heroic act by training for a mixed martial arts tournament.
Lioness,"When a 15-year-old rebellious Stefi goes missing, her mother Helena has nothing left to lose anymore - why cling to sanity when madness offers a chance for reconciliation and love?"
Her,The lives of five women who come from different class backgrounds.
The Truth vs. Alex Jones,"Centers on families of the victims of the 2012 Sandy Hook shooting. They take Alex Jones, a conspiracy theorist, to court for spreading lies about the event being a hoax."
The Art of Nothing,"An unknown and unhappy painter suddenly decides to quit his job and move to a small town in Normandie, hoping to be able to create a masterpiece. Local people will have an unexpected impact on his life."
Casatoria,A degenerate gambler and his two idiot friends come up with an elaborate plan to pay down their colossal gambling debts by marrying the dysfunctional daughter of an upstart billionaire.
Abraham Ozler,"Revolves around the personal and professional lives of veteran cop Abraham Ozler, ACP Trichur, who at one time has to take up a serial killing case and the mysterious hunt begins."
Travel Essentials,"Ada is an American journalist of Polish origin. She has just moved to Hamburg with her partner and is struggling to find her way in the new reality. One day, a mysterious package arrives at the editorial office where she works."
Pikad paberid,"Sebastian's workday is shaken up by an unexpected friendship. A film that follows youth as they figure out life in their twenties, dealing with uncertainties and searching for purpose."
Wishing on a Star,"Veteran filmmaker Peter Kerekes skillfully blends fiction with real emotions, creating a charming hybrid film that explores earthly delights and star-crossed narratives."
Ravens,The dark fantasy love story of legendary Japanese photographer Masahisa Fukase and his wife Yoko.
Hunting with Tigers,"Malik returns from Spain to learn his stepfather Serge was arrested. On trial day lawyer Iris offers Malik a deal, pull off a dangerous heist in exchange for Serge's freedom. Malik agrees and joins ex-partners of Cherif for one last job."
Taken from Rio Bravo,"In 1874 Texas, two friends and an Indian scout rescue kidnapped women from sadistic traffickers near the Mexican border."
UI,UI transcends language barriers as it addresses a global issue.
In His Own Image,"Antonia, a young Corsican photographer, navigates life, friendships, and love amidst the island's political turmoil from the 1980s to the early 2000s, depicting a generation's journey."
Going Viral,"In a neon-lit backdrop of the 1980s, a nerdy teenager suddenly gets the popularity he's always wanted when a deceitful artificial intelligence makes him a video star."
Cocaine Stepdad,"Former Stepdad, Terry Miller, on the run from the law after escaping prison. Along side his estranged Stepson, Kyle, they must learn to work together in order to evade the law and stop Kyle's mother from marrying a new man."
